Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
claude-haiku-4-5-20251001_32K,0.059,0.059,2025-10-15,Anthropic,United States of America,,,0.007454835650406693,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSTBWLpBSME2mUt8vJYDzZX.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/STBWLpBSME2mUt8vJYDzZX.eval,2025-12-09T11:24:12.978Z,STBWLpBSME2mUt8vJYDzZX
o4-mini-2025-04-16_high,0.239,0.239,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.013493000446937702,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8WntV54Uoar4tWGr3mZzAw.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/8WntV54Uoar4tWGr3mZzAw.eval,2025-12-09T11:24:12.699Z,8WntV54Uoar4tWGr3mZzAw
claude-opus-4-5-20251101_32K,0.418,0.418,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.015605111967541902,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FHLpuoWwjoSAoDN4ucrtwgZ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/HLpuoWwjoSAoDN4ucrtwgZ.eval,2025-12-09T11:24:11.855Z,HLpuoWwjoSAoDN4ucrtwgZ
o3-2025-04-16_high,0.53,0.53,2025-04-16,OpenAI,United States of America,,,0.015790799515836722,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FGQemdo58TwkgXMG2PMzWXi.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/GQemdo58TwkgXMG2PMzWXi.eval,2025-12-09T11:24:11.270Z,GQemdo58TwkgXMG2PMzWXi
gpt-5-nano-2025-08-07_high,0.122,0.122,2025-08-07,OpenAI,United States of America,,,0.010354864712936776,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKw4sds5ZsQxMUxzjMv27kC.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Kw4sds5ZsQxMUxzjMv27kC.eval,2025-12-09T11:24:09.741Z,Kw4sds5ZsQxMUxzjMv27kC
grok-3-mini-beta_high,0.211,0.211,2025-04-09,xAI,United States of America,,,0.012909130321041991,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQC6wy3hW9ZxKeB3d49C8fr.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QC6wy3hW9ZxKeB3d49C8fr.eval,2025-12-09T11:24:07.481Z,QC6wy3hW9ZxKeB3d49C8fr
gpt-5-2025-08-07_high,0.506,0.506,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.015818160898606833,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FaHMMDbUHESBXUUHNpgTP8f.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/aHMMDbUHESBXUUHNpgTP8f.eval,2025-12-09T11:24:04.595Z,aHMMDbUHESBXUUHNpgTP8f
grok-4-0709,0.479,0.479,2025-07-09,xAI,United States of America,5.0000000000001e+26,"We think that RL relative to pre-compute is between our estimate for o3 (10% of pre-training) and the 100% implied by this slide in the launch ( https://archive.is/f0vJU ). Assuming the same pre-training as Grok 3 (also implied by that slide, and much more consistent) and that Grok 3 used a tenth as much RL, we get:

2 * (grok3/1.1) in the high case (rl is 10% of grok 3, so grok3/1.1 is grok3 precompute, and in this case twice that is grok 4)
1.1 * (grok3/1.01) in the low case
The geometric mean is (rounded to one sig fig): 5e26
",0.015805341148131185,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FNWHWcdTydfvjogLRfSo9wr.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/NWHWcdTydfvjogLRfSo9wr.eval,2025-12-08T19:30:53.749Z,NWHWcdTydfvjogLRfSo9wr
claude-sonnet-4-5-20250929,0.13,0.13,2025-09-29,Anthropic,United States of America,,,0.010640169792499236,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJN5Az748JWC33A4DjyDBrF.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/JN5Az748JWC33A4DjyDBrF.eval,2025-12-08T19:30:53.217Z,JN5Az748JWC33A4DjyDBrF
gemini-2.5-pro,0.56,0.56,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.015704987954361718,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fk3SiTGeJf9ATxkLsVJ4KYZ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/k3SiTGeJf9ATxkLsVJ4KYZ.eval,2025-12-08T19:30:51.962Z,k3SiTGeJf9ATxkLsVJ4KYZ
DeepSeek-R1-0528,0.274,0.274,2025-05-28,DeepSeek,China,4.020010000000001e+24,"Estimates by Ege Erdil in Gradient Updates:
https://epoch.ai/gradient-updates/what-went-into-training-deepseek-r1
""A dataset size of 14.8 trillion tokens is reasonable and in line with other models of this scale. Assuming that’s valid, the pretraining of this model would have required 6 * (37 billion) * (14.8 trillion) = 3e24 FLOP. If we assume DeepSeek’s training cluster consists of H800s with the PCIe form factor, then each should be capable of 1.5e15 FP8 per second, and the implied model FLOP utilization (MFU) of DeepSeek v3’s 55 day training run ends up being around 23%.""

6 FLOP/token/param * 14.8T tokens * 37B active params = 3.29e24 FLOP (pretraining)
1.2e23 FLOP (post-training)
6.1e23 FLOP (fine-tuning)

Total compute: 3.29e24 + 1.2e23 + 6.1e23 = 4.02e24",0.014111099288259692,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKbt46CuiJ3BJVjQMCpccZK.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Kbt46CuiJ3BJVjQMCpccZK.eval,2025-12-08T19:30:51.367Z,Kbt46CuiJ3BJVjQMCpccZK
gemini-3-pro-preview,0.729,0.729,2025-11-18,Google DeepMind,United States of America,,Almost certainly >1e25,0.014062601350986123,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6uqK6uGAmMee8pkuX2oz5Q.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6uqK6uGAmMee8pkuX2oz5Q.eval,2025-12-08T19:30:49.486Z,6uqK6uGAmMee8pkuX2oz5Q
claude-3-5-haiku-20241022,0.067,0.067,2024-10-22,Anthropic,United States of America,,,0.007910345983177575,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTtvi2yQBmZ6L7jV86d9dH6.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Ttvi2yQBmZ6L7jV86d9dH6.eval,2025-11-28T16:32:06.613Z,Ttvi2yQBmZ6L7jV86d9dH6
