Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
qwen3.5-flash,0.21,0.21,2026-02-25,Alibaba,China,,,0.040936018074033236,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdWndu92zERWxzbpNa4BdJy.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dWndu92zERWxzbpNa4BdJy.eval,2026-08-07T00:01:14.000Z,dWndu92zERWxzbpNa4BdJy
gpt-5.4-nano-2026-03-17_low,0.17,0.17,2026-03-17,OpenAI,United States of America,,,0.03775251680686369,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgBwdGAwNy4HR6gVM88srfd.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gBwdGAwNy4HR6gVM88srfd.eval,2026-08-07T00:00:30.000Z,gBwdGAwNy4HR6gVM88srfd
gemma-4-31b-it_minimal,0.05,0.05,2026-04-02,Google DeepMind,United States of America,,,0.021904291355759033,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4LjmaK4MRrxuDXUiZsvA3o.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4LjmaK4MRrxuDXUiZsvA3o.eval,2026-08-06T23:59:50.000Z,4LjmaK4MRrxuDXUiZsvA3o
deepseek-v4-pro_none,0.07,0.07,2026-04-24,DeepSeek,China,9.702e+24,6 * 49e9 active parameters * 33e12 tokens = 9.702E24 for pre-training,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2hHzyijzk3jKujCSxd5d2s.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2hHzyijzk3jKujCSxd5d2s.eval,2026-08-06T23:58:54.000Z,2hHzyijzk3jKujCSxd5d2s
deepseek-v4-pro_high,0.13,0.13,2026-04-24,DeepSeek,China,9.702e+24,6 * 49e9 active parameters * 33e12 tokens = 9.702E24 for pre-training,0.033799766898963114,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FNUa5ihrxwwWWPDx9sgb83g.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/NUa5ihrxwwWWPDx9sgb83g.eval,2026-08-06T23:58:37.000Z,NUa5ihrxwwWWPDx9sgb83g
claude-opus-4-6_max,0.14,0.14,2026-02-05,Anthropic,United States of America,,,0.0348735088019777,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FFF8iU7vP5ecg6PdvDyE7XG.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/FF8iU7vP5ecg6PdvDyE7XG.eval,2026-08-06T23:58:11.000Z,FF8iU7vP5ecg6PdvDyE7XG
gemini-3.5-flash-lite_minimal,0.21,0.21,2026-07-21,Google DeepMind,United States of America,,,0.040936018074033236,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FX6WHjwmjSHe7pF8R7F3zsT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/X6WHjwmjSHe7pF8R7F3zsT.eval,2026-08-06T22:35:43.000Z,X6WHjwmjSHe7pF8R7F3zsT
gemini-3.5-flash-lite_low,0.18,0.18,2026-07-21,Google DeepMind,United States of America,,,0.03861229196653691,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fi62SEaSpi6GbBmWqEDSDmV.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/i62SEaSpi6GbBmWqEDSDmV.eval,2026-08-06T22:35:36.000Z,i62SEaSpi6GbBmWqEDSDmV
gemini-3.5-flash-lite_high,0.22,0.22,2026-07-21,Google DeepMind,United States of America,,,0.041633319989322654,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBSSNShjap29bDUHz4gA9oh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/BSSNShjap29bDUHz4gA9oh.eval,2026-08-06T22:35:24.000Z,BSSNShjap29bDUHz4gA9oh
gemini-3.5-flash_low,0.45,0.45,2026-05-19,Google,United States of America,,,0.05,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdQhoYvW3Wz2eZSZ89K6igd.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dQhoYvW3Wz2eZSZ89K6igd.eval,2026-08-06T22:34:38.000Z,dQhoYvW3Wz2eZSZ89K6igd
gemini-3.1-pro-preview_high,0.49,0.49,2026-02-19,Google DeepMind,United States of America,,,0.05024183937956914,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4mzBGLow3HkS8BmAYCzGTR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4mzBGLow3HkS8BmAYCzGTR.eval,2026-08-06T22:30:32.000Z,4mzBGLow3HkS8BmAYCzGTR
gemini-3.1-flash-lite_minimal,0.24,0.24,2026-03-03,Google,United States of America,,,0.04292346959909278,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FLurNQWcpKjLWQ7AXSD6Ab3.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/LurNQWcpKjLWQ7AXSD6Ab3.eval,2026-08-06T22:30:01.000Z,LurNQWcpKjLWQ7AXSD6Ab3
gemini-3.1-flash-lite_low,0.25,0.25,2026-03-03,Google,United States of America,,,0.04351941398892446,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FnSLGeLNawfzhCbR33agwer.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/nSLGeLNawfzhCbR33agwer.eval,2026-08-06T22:29:57.000Z,nSLGeLNawfzhCbR33agwer
gemini-3.1-flash-lite_high,0.2,0.2,2026-03-03,Google,United States of America,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FYFmtuHAcUZeGwPBe9Jbcxw.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/YFmtuHAcUZeGwPBe9Jbcxw.eval,2026-08-06T22:26:13.000Z,YFmtuHAcUZeGwPBe9Jbcxw
gemini-3-flash-preview_high,0.4,0.4,2025-12-17,Google DeepMind,United States of America,,,0.0492365963917331,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FHVtbACyemDaTPW5XUDC6Jf.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/HVtbACyemDaTPW5XUDC6Jf.eval,2026-08-06T22:22:33.000Z,HVtbACyemDaTPW5XUDC6Jf
claude-sonnet-4-5-20250929,0.04,0.04,2025-09-29,Anthropic,United States of America,,,0.01969463855669324,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKB62zrQQ5ccd7hCcUwkX8j.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/KB62zrQQ5ccd7hCcUwkX8j.eval,2026-08-06T22:21:13.000Z,KB62zrQQ5ccd7hCcUwkX8j
claude-sonnet-4-6_max,0.03,0.03,2026-02-17,Anthropic,United States of America,,,0.01714466079977653,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTDT98jZXHbUMFYTphGEpqC.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TDT98jZXHbUMFYTphGEpqC.eval,2026-08-06T22:21:10.000Z,TDT98jZXHbUMFYTphGEpqC
claude-opus-5_low,0.2,0.2,2026-07-24,Anthropic,United States of America,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3dXpsUjaVEbBN72dnw4Vzq.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3dXpsUjaVEbBN72dnw4Vzq.eval,2026-08-06T22:20:31.000Z,3dXpsUjaVEbBN72dnw4Vzq
claude-opus-5,0.33,0.33,2026-07-24,Anthropic,United States of America,,,0.04725815626252608,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FUxakyoDNbLKtxnxeMsa7cU.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/UxakyoDNbLKtxnxeMsa7cU.eval,2026-08-06T22:20:28.000Z,UxakyoDNbLKtxnxeMsa7cU
claude-opus-4-8_none,0.13,0.13,2026-05-28,Anthropic,United States of America,,,0.03379976689896311,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FoU38rqq2TvJTxvvPsnEQsH.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/oU38rqq2TvJTxvvPsnEQsH.eval,2026-08-06T22:20:20.000Z,oU38rqq2TvJTxvvPsnEQsH
claude-opus-4-8_low,0.29,0.29,2026-05-28,Anthropic,United States of America,,,0.04560480215720686,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F5u3LkMVq4Dy8CfiwA2EAVr.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/5u3LkMVq4Dy8CfiwA2EAVr.eval,2026-08-06T22:19:39.000Z,5u3LkMVq4Dy8CfiwA2EAVr
claude-opus-4-7_max,0.07,0.07,2026-04-16,Anthropic,United States of America,,,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhrRSYo5XSFrcs9fADb5Hox.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/hrRSYo5XSFrcs9fADb5Hox.eval,2026-08-06T22:19:09.000Z,hrRSYo5XSFrcs9fADb5Hox
claude-opus-4-5-20251101,0.04,0.04,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.019694638556693237,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2jTRxz7rW3B66a8smtz7Ya.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2jTRxz7rW3B66a8smtz7Ya.eval,2026-08-06T22:18:37.000Z,2jTRxz7rW3B66a8smtz7Ya
claude-fable-5_low,0.28,0.28,2026-06-09,Anthropic,United States of America,,,0.04512608598542129,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Faftzew4ra4iax5D4R4vvfF.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/aftzew4ra4iax5D4R4vvfF.eval,2026-08-06T22:18:04.000Z,aftzew4ra4iax5D4R4vvfF
claude-fable-5_high,0.41,0.41,2026-06-09,Anthropic,United States of America,,,0.04943110704237103,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSoCkYbcxzkYHXqcqnEQwFN.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/SoCkYbcxzkYHXqcqnEQwFN.eval,2026-08-06T22:18:00.000Z,SoCkYbcxzkYHXqcqnEQwFN
gemma-3-27b-it,0.0,0.0,2025-03-12,Google DeepMind,United States of America,2.268e+24,6ND =  6 * 27B parameters * 14T training tokens = 2.268 × 10^24 FLOP,0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4Gs4JmaZQKMgM4uT9Wmm9L.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4Gs4JmaZQKMgM4uT9Wmm9L.eval,2026-08-06T22:13:56.000Z,4Gs4JmaZQKMgM4uT9Wmm9L
Inkling_xhigh,0.21,0.21,2026-07-15,Thinking Machines,United States of America,1.845e+24,6ND = 41e9 active parameters * 45e12 tokens = 1.845e+24 FLOP,0.040936018074033236,,,2026-08-05T18:55:39.000Z,VYD3GMYKSkMr75q4CMLDDq
qwen3.8-max_xhigh,0.29,0.29,2026-08-02,Alibaba,China,,,0.04560480215720686,,,2026-08-04T16:28:46.000Z,PPbjbUncV6qa9jNRKjYrfp
gpt-5.5-instant,0.12,0.12,2026-05-05,OpenAI,United States of America,,,0.03265986323710904,,,2026-08-02T02:46:37.000Z,dodABAysqTvxvThpS84BpK
deepseek-v4-flash-0731_max,0.33,0.33,2026-07-31,DeepSeek,China,2.496e+24,"From https://api-docs.deepseek.com/updates/: ""DeepSeek-V4-Flash-0731 keeps the same model architecture and size as DeepSeek-V4-Flash-Preview, and was only re-post-trained.""

6 * 13e9 active parameters * 32e12 tokens = 2.496E24 for pre-training",0.04725815626252608,,,2026-08-02T00:22:31.000Z,Kk4oLoTLyDuqfnbqjPSvgZ
gemini-3.6-flash_high,0.4,0.4,2026-07-21,Google DeepMind,United States of America,,,0.0492365963917331,,,2026-08-02T00:21:27.000Z,aMtSkxyLZPdf6o6f5zLP6A
claude-opus-5_max,0.42,0.42,2026-07-24,Anthropic,United States of America,,,0.04960449637488583,,,2026-07-24T18:40:39.000Z,BiaKGj9CUTKhhNwW9SM4qt
claude-opus-4-1-20250805,0.07,0.07,2025-08-05,Anthropic,United States of America,,,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fcb9qw7m5zpPWKqRDLB4ktU.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/cb9qw7m5zpPWKqRDLB4ktU.eval,2026-07-20T18:43:50.000Z,cb9qw7m5zpPWKqRDLB4ktU
kimi-k3_max,0.39,0.39,2026-07-16,Moonshot,China,2.0001e+25,"Based on peer models such as Kimi K2.6 and DeepSeek V4 Pro, plausibly was trained on roughly 30T tokens (likely between 15T and 60T). Using the heuristic that C = 6ND, 30T pretraining tokens would imply ~1.9e25 FLOP. This is a somewhat uncertain estimate (more uncertain than estimates based on disclosed active params and token counts, but comparable to estimates based on disclosed GPU-hours).

K3 was likely pretrained on over 1e25 FLOP. Speculatively, K3's relatively large size compared to other Chinese models may have reduced the training token budget vs smaller models.",0.04902071300001973,,,2026-07-16T21:59:40.000Z,35hRAbkceJM3Dpb2pWXnx9
claude-haiku-4-5-20251001_32K,0.08,0.08,2025-10-15,Anthropic,United States of America,,,0.027265992434429075,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQUuykbQhKapHn3gjLFjTam.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QUuykbQhKapHn3gjLFjTam.eval,2026-07-16T17:57:55.000Z,QUuykbQhKapHn3gjLFjTam
deepseek-chat,0.01,0.01,2025-12-01,DeepSeek,China,4.2e+24,"Pre-trained base was DeepSeek-V3.1-Terminus
3.594058e+24 FLOP [base model] + 2.095014e+23 FLOP = 3.8035594e+24 FLOP for pre-training plus continued pre-training

Then, ""this framework allocates a
post-training computational budget exceeding 10% of the pre-training cost"", so 4.18e24",0.009999999999999998,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FmLhvrHaBLgpp5qzDdk7Z3c.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/mLhvrHaBLgpp5qzDdk7Z3c.eval,2026-07-16T00:10:43.000Z,mLhvrHaBLgpp5qzDdk7Z3c
o1-2024-12-17_low,0.07,0.07,2024-12-17,OpenAI,United States of America,,,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FE2AZvUdE6fHFqMKmmiUeJZ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/E2AZvUdE6fHFqMKmmiUeJZ.eval,2026-07-15T06:14:17.000Z,E2AZvUdE6fHFqMKmmiUeJZ
claude-3-opus-20240229,0.05,0.05,2024-02-29,Anthropic,United States of America,,Training compute estimated to be 1.64e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.021904291355759033,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQHfG7caFexs6vKJfmYsVBp.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QHfG7caFexs6vKJfmYsVBp.eval,2026-07-15T04:28:03.000Z,QHfG7caFexs6vKJfmYsVBp
gpt-4o-2024-08-06,0.13,0.13,2024-08-06,OpenAI,United States of America,,Training compute estimated to be 3.8e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.03379976689896311,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fg2FXXomRgJgYN4y2wBXBjW.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/g2FXXomRgJgYN4y2wBXBjW.eval,2026-07-15T03:38:44.000Z,g2FXXomRgJgYN4y2wBXBjW
o3-2025-04-16_low,0.27,0.27,2025-04-16,OpenAI,United States of America,,,0.044619604333847374,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FEvDGNNqJtnCp96ty57a7TM.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/EvDGNNqJtnCp96ty57a7TM.eval,2026-07-15T03:15:08.000Z,EvDGNNqJtnCp96ty57a7TM
o3-mini-2025-01-31_low,0.06,0.06,2025-01-31,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.023868325657594204,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6ZxPkGQ4t3j7iGdCRV634w.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6ZxPkGQ4t3j7iGdCRV634w.eval,2026-07-15T03:15:03.000Z,6ZxPkGQ4t3j7iGdCRV634w
gpt-5.4-2026-03-05_medium,0.38,0.38,2026-03-05,OpenAI,United States of America,,,0.04878317312145633,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fn9rnjVzibawgtMunvu5yEp.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/n9rnjVzibawgtMunvu5yEp.eval,2026-07-15T03:14:58.000Z,n9rnjVzibawgtMunvu5yEp
gpt-5.4-2026-03-05_none,0.05,0.05,2026-03-05,OpenAI,United States of America,,,0.021904291355759033,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6M8MmmtFv82WVQzUasKhYT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6M8MmmtFv82WVQzUasKhYT.eval,2026-07-15T03:14:58.000Z,6M8MmmtFv82WVQzUasKhYT
gpt-5.4-2026-03-05_high,0.38,0.38,2026-03-05,OpenAI,United States of America,,,0.04878317312145634,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FfQJLivo4QNbmQqnhyoXLav.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/fQJLivo4QNbmQqnhyoXLav.eval,2026-07-15T03:14:50.000Z,fQJLivo4QNbmQqnhyoXLav
gpt-5.4-2026-03-05_low,0.2,0.2,2026-03-05,OpenAI,United States of America,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F5GLQdqyuDzgBmeZffzuwQx.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/5GLQdqyuDzgBmeZffzuwQx.eval,2026-07-15T03:14:49.000Z,5GLQdqyuDzgBmeZffzuwQx
gpt-5-2025-08-07_minimal,0.16,0.16,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.036845294917747066,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FAMXHrC3pFCznAFiReoTKBt.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/AMXHrC3pFCznAFiReoTKBt.eval,2026-07-15T03:14:42.000Z,AMXHrC3pFCznAFiReoTKBt
gpt-4o-mini-2024-07-18,0.0,0.0,2024-07-18,OpenAI,United States of America,,"Training compute estimated to be 7.36001e+24 from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing

90% CI [3.23e+24, 2.05e+25]",0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQ3eZqReiCfGFdTUSSJtFS5.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Q3eZqReiCfGFdTUSSJtFS5.eval,2026-07-15T03:14:30.000Z,Q3eZqReiCfGFdTUSSJtFS5
gpt-5-2025-08-07_medium,0.29,0.29,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.04560480215720686,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FddktY6CXaXX9ZDCxFpRqyf.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/ddktY6CXaXX9ZDCxFpRqyf.eval,2026-07-15T03:14:30.000Z,ddktY6CXaXX9ZDCxFpRqyf
gpt-5-2025-08-07_low,0.24,0.24,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.04292346959909279,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FXDukYaTjaX5jCg4dxDkYjv.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/XDukYaTjaX5jCg4dxDkYjv.eval,2026-07-15T03:14:27.000Z,XDukYaTjaX5jCg4dxDkYjv
gpt-4.1-mini-2025-04-14,0.07,0.07,2025-04-14,OpenAI,United States of America,,,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FbxF3tvvbxyEMfKeVh7FB2c.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/bxF3tvvbxyEMfKeVh7FB2c.eval,2026-07-15T03:14:21.000Z,bxF3tvvbxyEMfKeVh7FB2c
gemini-3.5-flash_minimal,0.43,0.43,2026-05-19,Google,United States of America,,,0.0497569851956243,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhYeysTWbJLkxwBrENz3Kie.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/hYeysTWbJLkxwBrENz3Kie.eval,2026-07-15T03:14:20.000Z,hYeysTWbJLkxwBrENz3Kie
gpt-4-turbo-2024-04-09,0.06,0.06,2024-04-09,OpenAI,United States of America,,Training compute estimated to be 2.2e25 FLOP using benchmark imputation. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.023868325657594204,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgDyWKGy2wyoMhb2Jh3NQcE.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gDyWKGy2wyoMhb2Jh3NQcE.eval,2026-07-15T03:14:13.000Z,gDyWKGy2wyoMhb2Jh3NQcE
claude-opus-4-7_low,0.2,0.2,2026-04-16,Anthropic,United States of America,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FT7KJtht8Fesh35M5ayMPnE.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/T7KJtht8Fesh35M5ayMPnE.eval,2026-07-14T23:34:59.000Z,T7KJtht8Fesh35M5ayMPnE
