year,student_id,ability,assignment,exam,ai_usage
2025,2025-052,0.21,92.5,6.98,0.796
2025,2025-053,0.843,67.5,7.44,0.681
2025,2025-054,0.574,78.3,5.45,0.89
2025,2025-055,1.798,78.2,7.15,0.696
2025,2025-056,-0.03,60.7,4.08,0.888
2025,2025-057,-1.142,55.2,1.95,0.474
2025,2025-058,-1.186,89.3,2.75,0.767
2025,2025-059,-0.917,78.4,3.87,0.903
2025,2025-060,0.053,61.4,5.39,0.874
2025,2025-061,0.351,57.7,7.0,0.979
2025,2025-062,-0.259,58.6,3.02,0.784
2025,2025-063,0.155,64.9,3.13,0.538
2025,2025-064,1.553,58.8,7.17,0.569
2025,2025-065,-1.769,67.7,1.11,0.916
2025,2025-066,-0.551,58.7,2.51,0.635
2025,2025-067,1.026,68.9,4.71,0.89
2025,2025-068,-1.066,79.1,4.3,0.874
2025,2025-069,1.038,55.7,6.86,0.597
2025,2025-070,-0.425,59.0,3.63,0.731
2025,2025-071,-0.585,62.8,3.95,0.734
2025,2025-072,-0.194,77.5,4.44,0.918
2025,2025-073,0.173,81.5,7.33,0.836
2025,2025-074,-0.341,64.9,4.74,0.787
2025,2025-075,1.52,66.2,7.87,0.953
2025,2025-076,-0.36,77.1,3.95,0.879
2025,2025-077,1.197,76.2,6.29,0.851
2025,2025-078,1.1,66.6,4.86,0.683
2025,2025-079,-0.201,81.1,2.44,0.935
2025,2025-080,1.397,84.1,4.96,0.9
2025,2025-081,1.847,76.4,9.77,0.921
2025,2025-082,0.659,64.4,5.82,0.662
2025,2025-083,0.89,57.7,6.78,0.771
2025,2025-084,-1.733,76.1,2.29,0.85
2025,2025-085,0.61,72.0,5.97,0.908
2025,2025-086,1.132,78.1,5.86,0.763
2025,2025-087,1.861,76.8,8.22,0.942
2025,2025-088,-0.42,61.9,4.17,0.621
2025,2025-089,0.243,65.5,1.55,0.831
2025,2025-090,1.234,63.3,6.98,0.791
2025,2025-091,-0.662,71.5,2.95,0.748
2025,2025-092,0.667,78.9,6.53,0.982
2025,2025-093,-2.898,59.2,0.0,0.588
2025,2025-094,0.629,73.8,0.49,0.859
2025,2025-095,-1.609,85.8,1.92,0.944
2025,2025-096,-1.644,50.8,2.86,0.62
2025,2025-097,-0.312,66.3,3.52,0.626
2025,2025-098,-0.495,89.9,4.08,0.845
2025,2025-099,-0.001,82.1,4.15,0.696
2025,2025-100,-2.527,88.2,0.0,0.779
2025,2025-101,-1.077,62.1,3.28,0.392
