id,category,month,verdict,patterns,about_llm,has_ack_section,in_ack_section,negation_nearby,grammarly,llm_term_anywhere,title
2404.02664,math-ph,2024-04,none,,False,False,False,False,False,False,Computing some Principal Value integrals without Residues and Applications on Hilbert Transform and Fourier Transform
2404.04133,math-ph,2024-04,none,,False,False,False,False,False,False,SU(2)-equivariant quantum channels: semiclassical analysis
2404.10466,math-ph,2024-04,none,,False,True,False,False,False,False,Forward lateral photovoltage scanning problem: Perturbation approach and existence-uniqueness analysis
2404.13453,math-ph,2024-04,none,,False,False,False,False,False,False,"Separation of variables for Hitchin systems with the structure group $SO(4)$, on genus two curves"
2404.11920,math-ph,2024-04,none,,False,True,False,False,False,False,On SVD and Polar Decomposition in Real and Complexified Clifford Algebras
2404.16114,math-ph,2024-04,none,,False,True,False,False,False,False,Electric and magnetic waveguides in graphene: quantum and classical
2404.11775,math-ph,2024-04,none,,False,False,False,False,False,False,"A Nonlinear, Conservative, Entropic Fokker-Planck Model for Multi-Species Collisions"
2404.17156,math-ph,2024-04,none,,False,False,False,False,False,False,Construction of a new (3 + 1)-dimensional KdV equation and its closed-form solutions with solitary wave behaviour and conserved vectors
2404.15039,math-ph,2024-04,none,,False,True,False,False,False,False,Scattering and Pairing by Exchange Interactions
2404.01108,math-ph,2024-04,none,,False,True,False,False,False,False,Norms of wave functions for FQHE models on a torus
2404.08218,math-ph,2024-04,none,,False,True,False,False,False,False,Sharp spectral transition for embedded eigenvalues of perturbed periodic Dirac operators
2404.16332,math-ph,2024-04,none,,False,False,False,False,False,False,Isometric Spectral Subtriples
2404.05619,math-ph,2024-04,none,,False,True,False,False,False,False,Mourre theory and spectral analysis of energy-momentum operators in relativistic quantum field theory
2404.17828,math-ph,2024-04,none,,False,False,False,False,False,False,Aharonov-Bohm effect and superoscillations
2404.12286,math-ph,2024-04,none,,False,True,False,False,False,False,Conjugate Operators of 1D-harmonic Oscillator
2404.06099,math-ph,2024-04,none,,False,True,False,False,False,False,The majorant method for the fermionic effective action
2404.12615,math-ph,2024-04,none,,False,True,False,False,False,False,Hypotheses regarding Baxter's $T-Q$ relation for the periodic XYZ chain
2404.09261,math-ph,2024-04,none,,False,True,False,False,False,False,Formal integration of complete Rota-Baxter Lie algebras
2404.01038,math-ph,2024-04,none,,False,True,False,False,False,False,The split 5-Casimir operator and the structure of $\wedge \mathfrak{ad}^{\otimes 5}$
2404.07763,math-ph,2024-04,none,,False,False,False,False,False,False,Near-field reconstruction of periodic structures with superimposed illumination
2404.09035,math-ph,2024-04,none,,False,False,False,False,False,False,The Hessian geometry of the ideal gas in rotation
2404.10101,math-ph,2024-04,none,,False,True,False,False,False,False,Quasilinear differential constraints for parabolic systems of Jordan-block type
2404.17145,math-ph,2024-04,none,,False,True,False,False,False,False,Finite volume simulation of a semi-linear Neumann problem (Keller-Segel model) on rectangular domains
2404.13881,math-ph,2024-04,none,,False,True,False,False,False,False,Maxwell's and Stokes' operators associated with elliptic differential complexes
2404.11329,math-ph,2024-04,none,,False,True,False,False,False,False,On the relaxation to equilibrium of a quantum oscillator interacting with a radiation field
2404.18471,math-ph,2024-04,none,,False,True,False,False,False,False,Harmonic locus and Calogero-Moser spaces
2404.08815,math-ph,2024-04,none,,False,True,False,False,False,False,Star exponentials from propagators and path integrals
2404.01422,math-ph,2024-04,none,,False,True,False,False,False,False,On Strong Bounds for Trotter and Zeno Product Formulas with Bosonic Applications
2404.02615,math-ph,2024-04,none,,False,True,False,False,False,False,Structures associated with the Borromean rings complement in the Poincaré ball
2404.09284,math-ph,2024-04,none,,False,True,False,False,False,False,Deriving a GENERIC system from a Hamiltonian system
2404.08142,math-ph,2024-04,none,,False,True,False,False,False,False,Large-Parameter Asymptotics of Generalized Hasting-McLeod Functions
2404.13100,math-ph,2024-04,none,,False,True,False,False,False,False,Geometry of spinors: doubly-chiral plane-wave expansion
2404.09843,math-ph,2024-04,none,,False,True,False,False,False,False,Representations of Multiparameter Quantum Groups
2404.07065,math-ph,2024-04,none,,False,True,False,False,False,False,Hopf bifurcation of a non-parallel Navier-Stokes flow
2404.01756,math-ph,2024-04,none,,False,True,False,False,False,False,Antiparticles in non-relativistic quantum mechanics
2404.12375,math-ph,2024-04,none,,False,False,False,False,False,False,On the spin interface distribution for non-integrable variants of the two-dimensional Ising model
2404.16634,math-ph,2024-04,none,,False,True,False,False,False,False,Inverse scattering for repulsive potential and strong singular interactions
2404.10196,math-ph,2024-04,none,,False,False,False,False,False,False,Yang-Mills-Higgs Equations on Spherical Orbifolds
2404.07068,math-ph,2024-04,none,,False,False,False,False,False,False,Entanglement entropy in the ground state of non-interacting massless Dirac fermions in dimension one
2404.12324,math-ph,2024-04,none,,False,True,False,False,False,False,The Sine-Gordon QFT in de Sitter spacetime
2404.05275,math-ph,2024-04,none,,False,True,False,False,False,False,Free Field Realization of Supersymmetric W-algebras
2404.12078,math-ph,2024-04,none,,False,True,False,False,False,False,The port-Hamiltonian structure of continuum mechanics
2404.17777,math-ph,2024-04,none,,False,True,False,False,False,False,Two-level adiabatic transition probability for small avoided crossings generated by tangential intersections
2404.15470,math-ph,2024-04,none,,False,False,False,False,False,False,Supersymmetric Analysis of Spinning Cosmic String Spacetime Within External fields with Aharonov-Bohm interaction
2404.19305,math-ph,2024-04,none,,False,True,False,False,False,False,Species of structure and physical dimensions
2404.15863,math-ph,2024-04,none,,False,True,False,False,False,False,Truncated quantum observables and their semiclassical limit
2404.09023,math-ph,2024-04,none,,False,True,False,False,False,False,"Classically Frustrated Magnets, Symmetries and $\mathbb Z_2$-Equivariant Topology"
2404.06110,math-ph,2024-04,none,,False,True,False,False,False,False,Generalized Positive Energy Representations of the Group of Compactly Supported Diffeomorphisms
2404.04092,math-ph,2024-04,none,,False,False,False,False,False,False,Generating functions for irreversible Hamiltonian systems
2404.03373,math-ph,2024-04,none,,False,True,False,False,False,False,"Riemann-Hilbert problems, Toeplitz operators and ergosurfaces"
2404.16246,math-ph,2024-04,none,,False,False,False,False,False,False,A New Type of Ill-Posed and Inverse Problems for Parabolic Equations
2404.18026,math-ph,2024-04,none,,False,True,False,False,False,False,Localizability in de Sitter space for 2+1 dimensions
2404.14510,math-ph,2024-04,none,,False,True,False,False,False,False,Haag-Kastler stacks
2404.07082,math-ph,2024-04,none,,False,True,False,False,False,False,Hilbert space representation for quasi-Hermitian position-deformed Heisenberg algebra and Path integral formulation
2404.09638,math-ph,2024-04,none,,False,True,False,False,False,False,Gluing algebraic quantum field theories on manifolds
2404.00844,math-ph,2024-04,strong,generative-ai,False,True,False,False,False,True,Nonlinear ensemble filtering with diffusion models: Application to the surface quasi-geostrophic dynamics
2404.12733,math-ph,2024-04,none,,False,True,False,False,False,False,The Pauli-Villars regularised free energy of Dirac's vacuum in purely magnetic fields
2404.10562,math-ph,2024-04,none,,False,False,False,False,False,False,On the Lorenzoni-Magri hierarchy of hydrodynamic type
2404.08895,math-ph,2024-04,none,,False,True,False,False,False,False,The extended Ablowitz-Ladik hierarchy and a generalized Frobenius manifold
2404.02055,math-ph,2024-04,none,,False,False,False,False,False,False,On Hamiltonian Structures of Partial Difference Equations
2404.07834,math-ph,2024-04,none,,False,True,False,False,False,False,"Tensor models and group field theories: combinatorics, large $N$ and renormalization"
2404.14904,math-ph,2024-04,none,,False,True,False,False,False,False,"Non-trivial fixed point of a $ψ^4_d$ fermionic theory, II. Anomalous exponent and scaling operators"
2405.05159,math-ph,2024-04,none,,False,True,False,False,False,False,Finding all solutions to the KZ equations in characteristic $p$
2404.05886,math-ph,2024-04,none,,False,True,False,False,False,False,Instability of quadratic band degeneracies and the emergence of Dirac points
2404.07167,math-ph,2024-04,none,,False,True,False,False,False,False,Adinkras and Pure Spinors
2404.06249,math-ph,2024-04,none,,False,True,False,False,False,False,Perturbative Construction of Equilibrium States for Interacting Fermionic Field Theories
2404.03151,math-ph,2024-04,none,,False,True,False,False,False,False,Average Nodal Count and the Nodal Count Condition for Graphs
2404.06606,math-ph,2024-04,none,,False,True,False,False,False,False,Internal Lagrangians and spatial-gauge symmetries
2404.11696,math-ph,2024-04,none,,False,False,False,False,False,False,Graviton topology
2404.09926,math-ph,2024-04,none,,False,False,False,False,False,False,Lieb-Thirring inequality for the 2D Pauli operator
2404.18856,math-ph,2024-04,none,,False,True,False,False,False,False,Generating self-similar membrane solutions
2404.11263,math-ph,2024-04,none,,False,True,False,False,False,False,On an Internal Dependence of Simultaneous Measurements
2404.16128,math-ph,2024-04,none,,False,True,False,False,False,False,"A complex geometric perspective on a,c anomalies"
2404.08499,math-ph,2024-04,none,,False,False,False,False,False,False,Generalized Hydrodynamics for the Volterra lattice: Ballistic and nonballistic behavior of correlation functions
2404.07079,math-ph,2024-04,none,,False,True,False,False,False,False,Anisotropic Ising model in d+s dimensions
2404.19240,math-ph,2024-04,none,,False,True,False,False,False,False,Surface energy and elementary excitations of the XYZ spin chain with integrable open boundary fields
2404.09551,math-ph,2024-04,none,,False,True,False,False,False,False,Interpolating supersymmetric pair of Fokker-Planck equations
2404.03389,math-ph,2024-04,none,,False,False,False,False,False,False,Combinatorial Dyson-Schwinger Equations of Quartic Matrix Field Theory
2404.05527,math-ph,2024-04,none,,False,True,False,False,False,False,Entanglement bounds for single-excitation energy eigenstates of quantum oscillator systems
2404.03297,math-ph,2024-04,none,,False,True,False,False,False,False,Gibbs measures for hardcore-SOS models on Cayley trees
2404.07905,math-ph,2024-04,none,,False,True,False,False,False,False,Poincaré disk as a model of squeezed states of a harmonic oscillator
2404.11196,math-ph,2024-04,none,,False,False,False,False,False,False,Two-Dimensional Coulomb Gas on an Elliptic Annulus
2407.04702,math-ph,2024-04,none,,False,False,False,False,False,False,On the Nonexistence of Centered Co-Circular Central Configurations With Three Unequal masses
2404.17577,math-ph,2024-04,none,,False,False,False,False,False,False,On Quasi-Locality and Decay of Correlations for Long-Range Models of Open Quantum Spin Systems
2407.02181,math-ph,2024-07,none,,False,False,False,False,False,False,A mathematical definition of complex adaptive system as interaction space
2407.01309,math-ph,2024-07,none,,False,False,False,False,False,False,Triviality proof for mean-field $\varphi_4^4$-theories
2407.04019,math-ph,2024-07,none,,False,True,False,False,False,False,Cohomological field theories and generalized Seiberg-Witten equations
2407.21694,math-ph,2024-07,none,,False,False,False,False,False,False,Kramers-Kronig relations via Laplace formalism and $L^1$ integrability
2407.06316,math-ph,2024-07,none,,False,True,False,False,False,False,Dirac cones and magic angles in the Bistritzer--MacDonald TBG Hamiltonian
2407.04348,math-ph,2024-07,none,,False,True,False,False,False,False,"Representation Structure of the $SL(2, \mathbb{C})$ Acting in the Hilbert Space of the Quantum Coulomb Field"
2407.17068,math-ph,2024-07,none,,False,True,False,False,False,False,Generation of chaos in the cumulant hierarchy of the stochastic Kac model
2407.21346,math-ph,2024-07,none,,False,True,False,False,False,False,A network based approach for unbalanced optimal transport on surfaces
2407.02175,math-ph,2024-07,none,,False,False,False,False,False,False,Interaction spaces: towards a universal mathematical theory of complex systems
2407.12324,math-ph,2024-07,none,,False,True,False,False,False,False,On Hastings factorization for quantum many-body systems in the infinite volume setting
2407.08667,math-ph,2024-07,none,,False,True,False,False,False,False,On the renormalization and quantization of topological-holomorphic field theories
2407.17919,math-ph,2024-07,none,,False,True,False,False,False,False,Bounds and Phase Transitions for Phonons in Complex Network Structures
2407.11066,math-ph,2024-07,none,,False,False,False,False,False,False,"Quantum inverse scattering for the 20-vertex model up to Dynkin automorphism: 3D Poisson structure, triangular height functions, weak integrability"
2407.16451,math-ph,2024-07,none,,False,False,False,False,False,False,Transparent scatterers and transmission eigenvalues
2407.06231,math-ph,2024-07,none,,False,True,False,False,False,False,Classical relativistic nonholonomic mechanics and time-dependent $G$-Chaplygin systems with affine constraints
2407.16583,math-ph,2024-07,none,,False,True,False,False,False,False,Eventually entanglement breaking divisible quantum dynamics
2407.07131,math-ph,2024-07,none,,False,True,False,False,False,False,A matrix solution to any polygon equation
2408.00095,math-ph,2024-07,none,,False,False,False,False,False,False,Affine Connection Approach to the Realization of Nonholonomic Constraints by Strong Friction Forces
2407.16817,math-ph,2024-07,none,,False,True,False,False,False,False,Kuramoto model on Sierpinski Gasket I: Harmonic maps
2407.14235,math-ph,2024-07,none,,False,True,False,False,False,False,Algebraic localization of generalized Wannier bases implies Roe triviality in any dimension
2407.06717,math-ph,2024-07,none,,False,False,False,False,False,False,Acoustic axes conditions revised
2407.20349,math-ph,2024-07,none,,False,True,False,False,False,False,Legendre transforms for type $A_{n}$ and $B_{n}$ $\vee$-systems
2407.03991,math-ph,2024-07,none,,False,False,False,False,False,False,"A Hamiltonian formalism for general variational problems, with applications to first order gravity with basis"
2407.05692,math-ph,2024-07,none,,False,True,False,False,False,False,Global realisation of magnetic fields as 1$\frac{1}{2}$D Hamiltonian systems
2407.18855,math-ph,2024-07,none,,False,False,False,False,False,False,"Knotted optical fields: Seifert fibrations, braided open books and topological constraints"
2407.03435,math-ph,2024-07,none,,False,True,False,False,False,False,Optimal synchronisation to a limit cycle
2407.01066,math-ph,2024-07,none,,False,True,False,False,False,False,Spin chain techniques for angular momentum quasicharacters
2407.19717,math-ph,2024-07,none,,False,False,False,False,False,False,Gelfand-Dickey Realizations of the supersymmetric classical W-algebras for $\mathfrak{gl}(n+1|n)$ and $\mathfrak{gl}(n|n)$
2407.03706,math-ph,2024-07,none,,False,True,False,False,False,False,Regularity of the (N-1)-particle electronic reduced density matrix for molecules with fixed nuclei and N electrons
2407.18453,math-ph,2024-07,none,,False,True,False,False,False,False,"Cubic algebras, induced representations and general solution of the exceptional Laguerre equation $X_1$"
2407.15107,math-ph,2024-07,none,,False,False,False,False,False,False,Momentum Space Feynman Integral for the Bound State Aharonov-Bohm Effect
2407.17918,math-ph,2024-07,none,,False,False,False,False,False,False,Vector tomography for reconstructing electric fields with non-zero divergence in bounded domains
2407.09126,math-ph,2024-07,none,,False,True,False,False,False,False,On the Problem of Defining Charge Operators for the Dirac Quantum Field
2407.05292,math-ph,2024-07,none,,False,True,False,False,False,False,The Fermionic Entanglement Entropy of Causal Diamonds in Two-Dimensional Minkowski Space
2407.09278,math-ph,2024-07,none,,False,True,False,False,False,False,Exact local distribution of the absolutely continuous spectral measure
2407.13552,math-ph,2024-07,none,,False,False,False,False,False,False,Number of bound states of the Hamiltonian of a lattice two-boson system with interactions up to the next neighbouring sites
2407.05056,math-ph,2024-07,none,,False,True,False,False,False,False,Surface waves in randomly perturbed discrete models
2407.17408,math-ph,2024-07,none,,False,True,False,False,False,False,Generalized Uncertainty Principle theories and their classical interpretation
2407.19462,math-ph,2024-07,none,,False,True,False,False,False,False,Dimers and M-Curves: Limit Shapes from Riemann Surfaces
2407.13428,math-ph,2024-07,none,,False,True,False,False,False,False,The Structure of Emulations in Classical Spin Models: Modularity and Universality
2407.02023,math-ph,2024-07,none,,False,False,False,False,False,False,Field Theories on Quantum Space-Times: Towards the Phenomenology of Quantum Gravity
2407.07849,math-ph,2024-07,none,,False,True,False,False,False,False,Scaling limit of domino tilings on a pentagonal domain
2407.14453,math-ph,2024-07,none,,False,False,False,False,False,False,Timoshenko beam under finite and dynamic transformations: Lagrangian coordinates and Hamiltonian structures
2407.05990,math-ph,2024-07,none,,False,True,False,False,False,False,Pressure of a dilute spin-polarized Fermi gas: Upper bound
2407.16018,math-ph,2024-07,none,,False,False,False,False,False,False,Quantum aspect of the classical dynamics
2407.03494,math-ph,2024-07,none,,False,True,False,False,False,False,Helicity is a topological invariant of massless particles: C=-2h
2407.06876,math-ph,2024-07,none,,False,False,False,False,False,False,Hamiltonians for Quantum Systems with Contact Interactions
2407.18222,math-ph,2024-07,none,,False,True,False,False,False,False,Osterwalder-Schrader axioms for unitary full vertex operator algebras
2407.01970,math-ph,2024-07,none,,False,True,False,False,False,False,Localization for Lipschitz monotone quasi-periodic Schrödinger operators on $\mathbb{Z}^d$ via Rellich functions analysis
2407.11602,math-ph,2024-07,none,,False,True,False,False,False,False,A Frobenius-type theory for discrete systems
2407.18893,math-ph,2024-07,none,,False,True,False,False,False,False,"The flux norm, Bohr-Sommerfeld Quantization Rules and the scattering problem for h $Ψ$DO's on the real line"
2407.20603,math-ph,2024-07,none,,False,False,False,False,False,False,Abstract semiclassical analysis of the van Hove model
2407.20137,math-ph,2024-07,none,,False,True,False,False,False,False,Limit of nonlinear Signorini problems for incompressible materials
2407.09163,math-ph,2024-07,none,,False,True,False,False,False,False,Mean eigenvector self-overlap in deformed complex Ginibre ensemble
2407.05299,math-ph,2024-07,none,,False,True,False,False,False,False,"""Pentagonal Algebra"" and Four-Simplex Equation"
2407.19723,math-ph,2024-07,none,,False,True,False,False,False,False,Graded colour Lie superalgebras for solving Lévy-Leblond equations
2407.18600,math-ph,2024-07,none,,False,True,False,False,False,False,Quantum Point Charges Interacting with Quasi-classical Electromagnetic Fields
2407.19170,math-ph,2024-07,none,,False,True,False,False,False,False,GUE via Frobenius Manifolds. II. Loop Equations
2407.17016,math-ph,2024-07,none,,False,True,False,False,False,False,$q$-deformed Griffiths polynomials of Racah type
2407.05632,math-ph,2024-07,none,,False,True,False,False,False,False,Computation of $\wp$-functions on plane algebraic curves
2407.04640,math-ph,2024-07,none,,False,False,False,False,False,False,Global Spectral Gap in Bosonic Molecular Hamiltonians
2407.08220,math-ph,2024-07,none,,False,False,False,False,False,False,Conformal field theory of Gaussian free fields in a multiply connected domain
2407.21194,math-ph,2024-07,none,,False,False,False,False,False,False,Lectures on Coulomb and Riesz gases
2407.04005,math-ph,2024-07,none,,False,True,False,False,False,False,Stochastic Processes: From Classical to Quantum
2407.04373,math-ph,2024-07,none,,False,False,False,False,False,False,A spring pair method of finding saddle points using the minimum energy path as a compass
2407.15704,math-ph,2024-07,none,,False,True,False,False,False,False,Distributions of consecutive level spacings of Gaussian unitary ensemble and their ratio: ab initio derivation
2407.04246,math-ph,2024-07,none,,False,True,False,False,False,False,"Conformally covariant probabilities, operator product expansions, and logarithmic correlations in two-dimensional critical percolation"
2407.18628,math-ph,2024-07,none,,False,True,False,False,False,False,Factorization Way to Symmetries of Systems on Curved Spaces
2407.04357,math-ph,2024-07,none,,False,False,False,False,False,False,Chernoff's product formula: Semigroup approximations with non-uniform time intervals
2407.02266,math-ph,2024-07,none,,False,True,False,False,False,False,Quantum KdV hierarchy and shifted symmetric functions
2407.09665,math-ph,2024-07,none,,False,True,False,False,False,False,Coupling and Recoupling Coefficients for Wigner's U(4) Supermultiplet Symmetry
2407.06433,math-ph,2024-07,none,,False,False,False,False,False,False,Electrostatics on Branching Processes
2407.02110,math-ph,2024-07,none,,False,True,False,False,False,False,On the uniqueness of the strictly convex quadrilateral central configuration with a fixed angle
2407.10677,math-ph,2024-07,none,,False,True,False,False,False,False,From bordisms of three-manifolds to domain walls between topological orders
2407.17935,math-ph,2024-07,none,,False,True,False,False,False,False,Pfaffian structure of the eigenvector overlap for the symplectic Ginibre ensemble
2407.21015,math-ph,2024-07,none,,False,True,False,False,False,False,Comparative Analyses of the Type D ASEP: Stochastic Fusion and Crystal Bases
2407.01289,math-ph,2024-07,none,,False,False,False,False,False,False,Representations of quadratic Heisenberg-Weyl algebras and polynomials in the fourth Painlevé transcendent
2407.03258,math-ph,2024-07,none,,False,True,False,False,False,False,Feynman checkers: through the looking-glass
2407.14965,math-ph,2024-07,none,,False,False,False,False,False,False,Commutation relations for functions of canonical conjugate operators
2407.03694,math-ph,2024-07,none,,False,False,False,False,False,False,Holomorphic Functional Calculus approach to the Characteristic Function of Quantum Observables
2407.17222,math-ph,2024-07,none,,False,False,False,False,False,False,Vertex Weight Reconstruction in the Gel'fand's Inverse Problem on Connected Weighted Graphs
2407.18819,math-ph,2024-07,none,,False,True,False,False,False,False,Generalized Hamilton spaces: new developments and applications
2407.05373,math-ph,2024-07,none,,False,False,False,False,False,False,Monotonicity of the set of zeros of the Lyapunov exponent with respect to shift embeddings
2407.16169,math-ph,2024-07,none,,False,False,False,False,False,False,Asymptotic-preserving neural networks for the semiconductor Boltzmann equation and its application on inverse problems
2407.06276,math-ph,2024-07,none,,False,True,False,False,False,False,Four no-go theorems on the existence of spin and orbital angular momentum of massless bosons
2407.01500,math-ph,2024-07,none,,False,True,False,False,False,False,Lie-Hamilton systems on Riemannian and Lorentzian spaces from conformal transformations and some of their applications
2407.15287,math-ph,2024-07,none,,False,True,False,False,False,False,Poisson bundles over unordered configurations
2407.15115,math-ph,2024-07,none,,False,True,False,False,False,False,"The Aharonov-Bohm Hamiltonian: self-adjointness, spectral and scattering properties"
2407.04881,math-ph,2024-07,none,,False,False,False,False,False,True,Coupled Stochastic-Statistical Equations for Filtering Multiscale Turbulent Systems
2407.12157,math-ph,2024-07,none,,False,False,False,False,False,False,"Parity-deformed $sl(2,R)$, $su(2)$ and $so(3)$ Algebras: a Basis for Quantum Optics and Quantum Communications Applications"
2407.19058,math-ph,2024-07,none,,False,False,False,False,False,False,Cauchy's invariants revisited. An alternative variational proof
2407.11184,math-ph,2024-07,none,,False,True,False,False,False,False,Higher Dimensional Fourier Quasicrystals from Lee-Yang Varieties
2407.10356,math-ph,2024-07,none,,False,True,False,False,False,False,Surprising symmetry properties and exact solutions of Kolmogorov backward equations with power diffusivity
2407.19158,math-ph,2024-07,none,,False,False,False,False,False,False,Dynamical localization for random scattering zippers
2407.20112,math-ph,2024-07,none,,False,True,False,False,False,False,Integrable and superintegrable quantum mechanical systems with position dependent masses invariant with respect to one parametric Lie groups. 2. Systems with dilatation and shift symmetries
2407.20762,math-ph,2024-07,none,,False,True,False,False,False,False,On crystallization in the plane for pair potentials with an arbitrary norm
2407.18508,math-ph,2024-07,none,,False,False,False,False,False,False,On the energy transfer towards large values of wavenumbers for solutions of 4-wave kinetic equations
2407.13124,math-ph,2024-07,none,,False,False,False,False,False,False,Moments of the derivative of the characteristic polynomial of unitary matrices
2407.18533,math-ph,2024-07,none,,False,False,False,False,False,False,Condensation and non-condensation times for 4-wave kinetic equations
2407.12692,math-ph,2024-07,none,,False,False,False,False,False,False,Topological Semimetals
2407.05303,math-ph,2024-07,none,,False,True,False,False,False,False,Kac-Ward solution of the 2D classical and 1D quantum Ising models
2407.05839,math-ph,2024-07,none,,False,True,False,False,False,False,Proof of Zamolodchikov conjecture for semi-classical conformal blocks on the torus
2407.10650,math-ph,2024-07,none,,False,True,False,False,False,False,Derivation of the Gross-Pitaevskii Dynamics through Renormalized Excitation Number Operators
2407.09864,math-ph,2024-07,none,,False,True,False,False,False,False,The Steklov problem for exterior domains: asymptotic behavior and applications
2407.05950,math-ph,2024-07,none,,False,True,False,False,False,False,Quantum states as countable convex combination of pure states with bounded energy
2407.13462,math-ph,2024-07,none,,False,True,False,False,False,False,The multiplicity of the ground state of a generalized particle system interacting with a massless Bose field
2407.14545,math-ph,2024-07,none,,False,True,False,False,False,False,Gauged linear sigma model in geometric phase. II. the virtual cycle
2407.11092,math-ph,2024-07,none,,False,True,False,False,False,False,Configuration Spaces of Points: A User's Guide
2407.06381,math-ph,2024-07,none,,False,True,False,False,False,False,Hierarchy of coupled Burgers-like equations induced by conditional symmetries
2407.02415,math-ph,2024-07,none,,False,True,False,False,False,False,The Symplectic Schur Process
2407.18864,math-ph,2024-07,none,,False,True,False,False,False,False,Exponentially fast selection of sectors for quantum trajectories beyond non demolition measurements
2407.04045,math-ph,2024-07,none,,False,True,False,False,False,False,Convergence Rates for the Trotter Splitting for Unbounded Operators
2407.14033,math-ph,2024-07,none,,False,False,False,False,False,False,The number and location of two particle Schrödinger operators on a lattice
2407.11709,math-ph,2024-07,none,,False,True,False,False,False,False,Superintegrable families of magnetic monopoles with non-radial potential in curved background
2407.21258,math-ph,2024-07,none,,False,True,False,False,False,False,Exact surface energies and boundary excitations of the Izergin-Korepin model with generic boundary fields
2407.16343,math-ph,2024-07,none,,False,True,False,False,False,False,Inverse scattering transform for the discrete nonlocal PT symmetric nonlinear Schrödinger equation with nonzero boundary conditions
2407.05030,math-ph,2024-07,none,,False,False,False,False,False,False,On non-uniqueness of phase retrieval in multidimensions
2407.10326,math-ph,2024-07,none,,False,True,False,False,False,False,General solution to Euler-Poisson equations of a free symmetric body by direct summation of power series
2410.02059,math-ph,2024-10,none,,False,True,False,False,False,False,An index for invertible phases of two-dimensional quantum spin systems
2410.16036,math-ph,2024-10,none,,False,True,False,False,False,False,Magnetic transport due to a translationally invariant potential obstacle
2410.21173,math-ph,2024-10,none,,False,True,False,False,False,False,Nonlinear subwavelength resonances in three dimensions
2410.20228,math-ph,2024-10,none,,False,True,False,False,False,False,Generalized and new solutions of the NRT nonlinear Schrödinger equation
2410.08594,math-ph,2024-10,none,,False,False,False,False,False,False,Existence of orthogonal domain walls in B{é}nard-Rayleigh convection
2410.09800,math-ph,2024-10,none,,False,True,False,False,False,False,Planar UST Branches and $c=-2$ Degenerate Boundary Correlations
2410.16599,math-ph,2024-10,none,,False,True,False,False,False,False,Entanglement in Algebraic Quantum Field Theories
2410.11664,math-ph,2024-10,none,,False,True,False,False,False,False,Mathematical Foundation of the U$^N(1)$ Quantum Geometric Tensor
2410.23647,math-ph,2024-10,none,,False,True,False,False,False,False,Acoustic wave diffraction by a quadrant of sound-soft scatterers
2410.02157,math-ph,2024-10,none,,False,True,False,False,False,False,Absolutely continuous spectrum for truncated topological insulators
2410.02944,math-ph,2024-10,none,,False,True,False,False,False,False,Refining Boundary Value Problems in Non-local Micropolar Mechanics
2410.23380,math-ph,2024-10,none,,False,True,False,False,False,False,An operator algebraic approach to symmetry defects and fractionalization
2410.13690,math-ph,2024-10,none,,False,True,False,False,False,False,An algebraic study of parametric Stokes phenomena
2410.18530,math-ph,2024-10,none,,False,True,False,False,False,False,On Classification and Geometric Characterizations of Ensembled $2\times2$ Pseudo Hermitian and PT-Symmetric Matrices
2410.03371,math-ph,2024-10,none,,False,False,False,False,False,False,The Haar measure in solid mechanics
2410.21700,math-ph,2024-10,none,,False,True,False,False,False,False,Sharp palindromic criterion for semi-uniform dynamical localization
2410.01387,math-ph,2024-10,none,,False,True,False,False,False,False,Path Integral for Multiplicative Noise: Generalized Fokker-Planck Equation and Entropy Production Rate in Stochastic Processes With Threshold
2410.01377,math-ph,2024-10,none,,False,True,False,False,False,False,The Laplacian with complex magnetic fields
2410.10466,math-ph,2024-10,none,,False,True,False,False,False,False,Barcelos-Wotzasek symplectic algorithm for constrained systems revisited
2410.14935,math-ph,2024-10,none,,False,False,False,False,False,False,Extended Cartan homotopy formula for higher Chern-Simons-Antoniadis-Savvidy theory
2410.09669,math-ph,2024-10,none,,False,True,False,False,False,False,On the prolongation of a local hydrodynamic-type Hamiltonian operator to a nonlocal one
2410.19287,math-ph,2024-10,none,,False,False,False,False,False,False,A mathematical theory of topological invariants of quantum lattice systems
2410.07699,math-ph,2024-10,none,,False,True,False,False,False,False,Stability of Mesoscopic Fluctuations of Orthogonal Polynomial Ensembles Under Sparse Decaying Perturbations
2410.22612,math-ph,2024-10,none,,False,True,False,False,False,False,Revealing Noncanonical Hamiltonian Structures in Relativistic Fluid Dynamics
2410.15465,math-ph,2024-10,none,,False,True,False,False,False,False,Quenched large deviations of Birkhoff sums along random quantum measurements
2410.13676,math-ph,2024-10,none,,False,True,False,False,False,False,Direct proof of one-hook scaling property for Alexander polynomial from Reshetikhin-Turaev formalism
2410.13576,math-ph,2024-10,none,,False,True,False,False,False,False,Generating function for quantum depletion of Bose-Einstein condensates
2410.22780,math-ph,2024-10,none,,False,True,False,False,False,False,Hankel Determinants for a Deformed Laguerre Weight with Multiple Variables and Generalized Painlevé V Equation
2410.20608,math-ph,2024-10,none,,False,True,False,False,False,False,Contributions to the Algorithmic Foundations of Approximate Lie Symmetry Algebras of Differential Equations
2410.01234,math-ph,2024-10,none,,False,True,False,False,False,False,Phase Transition in Long-Range $q-$state Models via Contours. Clock and Potts Models with Fields
