Model version,Accuracy,Release date,Organization,Country,Training compute (FLOP),Training compute notes,Cost per run,Median code length (lines),Notes,Source,Source link,Accuracy SE,id
Qwen3-235B-A22B-Thinking-2507,0.3728,2025-07-25,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.02087528789,133.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recQxexQ8ZXyXQfY3
Qwen3-235B-A22B,0.3728,2025-04-29,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.020875287894736843,133.0,,WeirdML Leaderboard,,9.299174150022437e-05,recWOQqT8ls0zAHYo
grok-3,0.3724,2025-04-09,xAI,United States of America,3.5e+26,"Estimate based on a cluster of 80,000 H100s per the xai website and an estimated training time of approximately three months.

Full estimate here: https://docs.google.com/document/d/1MIUFviULJ3YI_XjyzL8cwG0cBRANKNxVEB4DrUcFiNs/edit?usp=sharing",0.2477246441,123.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,rec1A4AJeDxbjisAk
MiniMax-M2.7,0.36950000000000005,2026-03-18,MiniMax,China,,,0.03490697524752475,218.0,,https://htihle.github.io/weirdml.html,,0.00014318297014256491,recr7AW8WaCqW0Akc
gpt-oss-20b_medium,0.3683,2025-08-05,OpenAI,United States of America,5.49e+23,"""The training run for gpt-oss-120b required 2.1
million H100-hours to complete, with gpt-oss-20b needing almost 10x fewer""
assuming ""almost 10x fewer"" means ~9x fewer: 4.94e24/9 = 5.49e23",0.003806215294,155.5,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recfATNb3nYbAeRBC
Kimi-K2-Instruct-0905,0.3668,2025-09-05,Moonshot,China,2.976e+24,6 FLOP / parameter / token * 32 * 10^9 activated parameters * 15.5 * 10^12 tokens = 2.976e+24 FLOP,0.04181978351,211.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,rec5rZXinvvAnv0LQ
DeepSeek-R1,0.3649,2025-01-20,DeepSeek,China,3.5e+24,"3.29e24 + 1.8e23 = 3.47e24, round to 3.5e24 due to lack of sigfigs",0.07850552,121.5,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recWpIUcWCiiJjsuv
o1-mini-2024-09-12_medium,0.3632,2024-09-12,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.1112749524,156.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,rec9nHByk40IO0MOR
DeepSeek-V3-0324,0.3608,2025-03-24,DeepSeek,China,3.3e+24,"6 × 37B × 14.8T = 3.29e24 pretraining FLOPs, 1e22 posttrainining FLOPs - see doc below

https://docs.google.com/document/d/1C4zBvHh4UNnzaorwQSdG61zQJsBV9X3i3A70NeelxHY/edit?usp=sharing",0.01390399906,144.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recRV03WT6QZrAKTk
gemini-2.5-flash-lite-preview-06-17_16K,0.3522,2025-06-17,Google DeepMind,United States of America,,,0.03025316353,291.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recCOfjHgyxAboN8H
gemini-2.5-flash-lite-preview-06-17-thinking,0.3522,2025-06-17,Google DeepMind,United States of America,,,0.030253163529411764,291.0,,WeirdML Leaderboard,,0.00018253871445538628,rectFGVtIctxXIHpZ
gemma-4-26b-a4b,0.3517,2026-04-02,Google DeepMind,United States of America,,,0.020793745,146.0,,https://htihle.github.io/weirdml.html,,0.00010492592726399106,recBIBEDeXoCbo1WJ
grok-code-fast-1,0.3506,2025-08-28,,,,,0.02349182145,120.5,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recNqAyRo9Bchbr4t
qwen3.6-35b-a3b,0.34490000000000004,2026-04-14,Alibaba,China,,,0.05961612000000001,147.0,,https://htihle.github.io/weirdml.html,,0.00014262488975378608,rec8PK1T6HNd0I4pj
qwen3-coder-next,0.344,2026-02-02,,,,,0.032830421568627456,201.0,,WeirdML Leaderboard,,0.00015170115908041672,recSrZj9sCvfB6GAm
mistral-medium-2508,0.3313,2025-08-12,,,,,0.04017983059,178.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recaGKXTNqQWwgcGX
claude-3-5-sonnet-20240620,0.3097,2024-06-20,Anthropic,United States of America,2.700000000000001e+25,"Blog post by Dario Amodei includes some info on 3.5 Sonnet compute: https://darioamodei.com/on-deepseek-and-export-controls
""Claude 3.5 Sonnet is a mid-sized model that cost a few $10M's to train (I won't give an exact number). Also, 3.5 Sonnet was not trained in any way that involved a larger or more expensive model (contrary to some rumors).""

Using assumptions about GPU pricing, this lets us estimate compute. https://docs.google.com/spreadsheets/d/1-p-ab6t6dkUM6T7GwnFp85ePTMpZMW7LFY7fW2t8POs/",0.2456011059,135.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recZ2Fnhy1oCABquH
claude-3-5-haiku-20241022,0.3073,2024-10-22,Anthropic,United States of America,,,0.05748017882,139.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,reccOpUe11CUnfz3D
Qwen3-30B-A3B,0.2975,2025-04-29,Alibaba,China,6.48e+23,6 FLOP / parameter / token * 3*10^9 active parameters * 36000000000000 tokens = 6.48e+23 FLOP,0.008148141553,103.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,reccesPAGx7VM9isY
gpt-5-nano-2025-08-07_low,0.2589,2025-08-07,OpenAI,United States of America,,,0.004474679117647059,144.0,,https://htihle.github.io/weirdml.html,,8.60594758851737e-05,recrxrcJRqQrfigzs
gemini-2.0-flash-001,0.2577,2025-02-05,"Google DeepMind,Google",United States of America,,"""We used Trillium TPUs to train the new Gemini 2.0, Google’s most capable AI model yet"" according to https://cloud.google.com/blog/products/compute/trillium-tpu-is-ga",0.006734424118,117.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recnyEQFFHcxoiWZd
gpt-4o-2024-11-20,0.2512,2024-11-20,OpenAI,United States of America,,Training compute estimated to be 3.8e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.08355605882,108.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recH4eRsQ6SLuBw9B
gemini-1.5-flash-002,0.2487,2024-09-24,Google DeepMind,United States of America,,"""Gemini 1.5 Flash is a dense Transformer based model that is online distilled [...] from Gemini 1.5 Pro.""",0.002784210882,70.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recOirGXtvoehxH10
Llama-4-Maverick-17B-128E-Instruct,0.2447,2025-04-05,Meta AI,United States of America,2.244000000001e+24,"22T training tokens per model card:

https://github.com/meta-llama/llama-models/blob/main/models/llama4/MODEL_CARD.md   

Maverick was trained using co-distillation from Llama 4 Behemoth. It isn't 100% clear that all 22T tokens used distillation, but we assume this for the time being.

Estimating training compute from parameters and tokens:
Compute = 6 FLOP per token per parameter * 17B active parameters * 22T tokens = 2.244e24 FLOP
(Implying mean throughput was 262 TFLOPS/GPU, or 13.2% MFU in FP8)


The model card also states that Llama 4 Maverick used 2.38M H100-hours.
The blog post gives a figure of 390 TFLOPS/GPU, but this may have been the utilization rate for Behemoth, or all of the models together. Using this utilization, we have:
Compute = 390 TFLOP/s * 2.38 million hours = 3.342e24 FLOP
(This value is higher than the compute implied by parameters and tokens, and suggests utilization may have been lower for Maverick than for Behemoth.)",0.006132220588,90.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recjgmcFQfC0Kfg2a
claude-3-opus-20240229,0.2318,2024-02-29,Anthropic,United States of America,,Training compute estimated to be 1.64e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.8497747059,92.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recWD9aNKNFHjknWF
grok-2-1212,0.2224,2024-12-12,xAI,United States of America,2.96e+25,Estimate based on xAI statements comparing Grok-2 compute to GPT-4 and Grok-3. Full estimate here: https://docs.google.com/document/d/1C_dABuZrAqYE_ui4_GZ4bRLtq3TBjIGoBSktaPElhEU/edit?usp=sharing,0.1141265412,113.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recDbZKRnS6z5OZTF
gemini-1.5-pro-002,0.222,2024-09-24,Google DeepMind,United States of America,,Training compute imputed to be 1.58e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.05045860294,80.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recppqHhl200vYPWu
Llama-3.1-405B-Instruct,0.2138,2024-07-23,Meta AI,United States of America,3.8e+25,"Stated in paper.

Also, 6 * 405B * 15.6T training tokens = 3.8e25",0.02029766588,93.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recnDucX915Gq1w1w
gpt-4.1-nano-2025-04-14,0.1898,2025-04-14,OpenAI,United States of America,,,0.002581717476,88.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recUJYFZqBsEuykUe
gpt-4-turbo-2024-04-09,0.1801,2024-04-09,OpenAI,United States of America,,Training compute estimated to be 2.2e25 FLOP using benchmark imputation. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.3210278313,75.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recteY2LQE2gKMz1y
qwen2.5-72b-instruct,0.1597,2024-09-19,Alibaba,China,7.8e+24,"Training dataset size was 18 trillion

6ND = 6 * 72.7 billion parameters * 18 trillion tokens = 7.8e24",0.011327742138364781,101.0,,WeirdML Leaderboard,,8.44050021308925e-05,recX1yJGXQJH8sZXs
Llama-3.3-70B-Instruct,0.1444,2024-12-06,Meta AI,United States of America,6.8649768e+24,"6ND = 6 FLOP / parameter / token * 70*10^9 parameters * 15*10^12 tokens = 6.3e+24 FLOP

7000000 GPU-hours * 3600 sec / hour * 989500000000000 FLOP / second * 0.3 [assumed utilization]= 7.48062e+24 FLOP

sqrt(7.48062e+24*6.3e+24) = 6.8649768e+24",0.001469489388,102.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,rec47nnjaiMGa2Hvi
,0.1299,,,,,,0.001467614706,170.0,Combo of deepseek-r1-0528 and qwen3-8b; model version not noted for that reason.,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recbUeKqIhCxmfiab
gpt-4-0613,0.1244,2023-06-13,OpenAI,United States of America,2.1e+25,"90% CI: 8.2E+24 to 4.4E+25

NOTE: this is a rough estimate based on public information, much less information than most other systems in the database.

Calculation and confidence intervals here: https://colab.research.google.com/drive/1O99z9b1I5O66bT78r9ScslE_nOj5irN9?usp=sharing",0.6379120588,65.5,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recUY5OtXWCsKXibx
gpt-4o-mini-2024-07-18,0.1176,2024-07-18,OpenAI,United States of America,,"Training compute estimated to be 7.36001e+24 from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing

90% CI [3.23e+24, 2.05e+25]",0.0052607625,85.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recUUJ0BGuNnLDeXK
qwen2-72b-instruct,0.113,2024-06-07,Alibaba,China,3.02e+24,"72 billion params, 7 trillion tokens

6 * 72 billion * 7 trillion ~= 3.02e24",0.010191000000000006,86.0,,https://htihle.github.io/weirdml.html,,0.0001139030639865106,recwNn5qNiY4HZMn3
claude-3-sonnet-20240229,0.1016,2024-02-29,Anthropic,United States of America,,,0.1782906071,90.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recr58UTdDueiBsM9
claude-3-haiku-20240307,0.0984,2024-03-07,Anthropic,United States of America,,,0.01407510882,88.5,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recgnkWUBffrHJLJ3
Llama-3.1-70B-Instruct,0.0897,2024-07-23,Meta AI,United States of America,7.929e+24,"Huggingface page says 3.1-70B used 7.0M H100 hours and trained over 15T tokens. https://huggingface.co/meta-llama/Llama-3.1-70B
The paper also says that 3.1-405B got MFU of between 38-43%; presumably 70B was around the same or a bit higher. I'll assume utilization of 40%

6ND:
6 * 15T * 70B = 6.3e24 FLOPs

Hardware:
7M * 9.9e14 * 3600 * 0.4 = 9.98e24 FLOPs

Geometric mean: sqrt(6.3e24 * 9.98e24) = 7.929e24

Note that Llama 3-70B also said it used 15T tokens, but only 6.4M H100 hours. This suggests 3.1 might have used a bit more than 15T tokens.

Training compute upper bound: 7M H100-hours * 989 TFLOPS * 50% utilization = 1.25e25 FLOP",0.003222669882,86.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recFJHpXHYhXFptDA
claude-2.1,0.0706,2023-11-21,Anthropic,United States of America,,,0.1724719012,37.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recMLC0xkEkCfcRb8
gpt-3.5-turbo-0125,0.0348,2024-01-25,OpenAI,United States of America,,,0.04237081395,83.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recZRRnQERBJbnqYb
Mixtral-8x22B-Instruct-v0.1,0.0317,2024-04-17,Mistral AI,France,2.34e+24,"Assuming the model was trained on ~1-10 trillions of tokens (same OOM as the models from the comparison in Figure 1. Llama 2 was trained on 2T tokens) + Mistral Small 3 was trained on 8T of tokens, we can estimate training compute with ""speculative"" confidence:

6 FLOP / token / parameter * 39 * 10^9 active parameters * 10*10^12 tokens [speculatively] = 2.34e+24 FLOP",0.03903073333,84.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,recZSSo7RkyUGkJFX
Llama-3.1-8B-Instruct,0.0173,2024-07-23,Meta AI,United States of America,1.224e+24,"Huggingface page says 3.1-8B used 1.46M H100 hours and trained over 15T tokens. https://huggingface.co/meta-llama/Llama-3.1-70B
The paper also says that 3.1-405B got MFU of between 38-43%; presumably 8B was around the same or a bit higher. I'll assume utilization of 40%

6ND:
6 * 15T * 8B = 7.2e23 FLOPs

Hardware:
1.46M * 9.9e14 * 3600 * 0.4 = 2.08e24 FLOPs

Geometric mean: sqrt(7.2e23 * 2.08e24) = 1.224e24

Note that Llama 3-8B also said it used 15T tokens, but only 1.3M H100 hours. This suggests 3.1 might have used a bit more than 15T tokens.",0.0004103955294,78.0,,WeirdML Leaderboard,https://htihle.github.io/weirdml.html,,rech2mtGGqFrKRxQO
